# k	Real	Imaginary	Magnitude	Phase
4.530000000000000000e+02 4.921502708183866925e-02 1.885692606849138087e-01 1.948858254617844010e-01 1.315499511535099586e+00
4.540000000000000000e+02 -7.038393097851673719e-02 2.173435160588630677e-01 2.284559075901034242e-01 1.883976217543104292e+00
4.550000000000000000e+02 9.417357282777878702e-02 -1.047149771704753707e-01 1.408328380135902003e-01 -8.383501814786326056e-01
4.560000000000000000e+02 -2.422358593436228502e-01 1.314394975870961935e-01 2.755985360590503808e-01 2.644441171516917599e+00
4.570000000000000000e+02 1.719087404286182286e-01 -2.344026323668930989e-01 2.906840365350028543e-01 -9.380101052454110633e-01
4.580000000000000000e+02 -1.089038283841851501e-01 1.057802544853814058e-01 1.518206378452023886e-01 2.370743093300067716e+00
4.590000000000000000e+02 1.280338595276316882e-01 7.523173062112732679e-02 1.485007827514427392e-01 5.312463527605966185e-01
4.600000000000000000e+02 1.178719767929420070e-01 1.522145353195210049e-01 1.925177074339229633e-01 9.118733746410121466e-01
4.610000000000000000e+02 1.158284809390046632e-01 -7.054158251136483093e-02 1.356184053137517997e-01 -5.470237121397700797e-01
4.620000000000000000e+02 -4.082578738202140567e-01 -1.270799915569231775e-01 4.275790170135918555e-01 -2.839825256002459941e+00
4.630000000000000000e+02 1.588483835675147948e-01 2.804590414977259361e-02 1.613052438750536832e-01 1.747566718956401477e-01
4.640000000000000000e+02 -9.906472503471985824e-02 1.592951139956680362e-02 1.003372766205739841e-01 2.982158406136699913e+00
4.650000000000000000e+02 9.068494916751763946e-02 1.999214834498627968e-01 2.195275826640220307e-01 1.144950333484519911e+00
4.660000000000000000e+02 2.959930461607710450e-01 -1.193446057225976964e-01 3.191473300696946458e-01 -3.832625590301610985e-01
4.670000000000000000e+02 -2.718679739345309376e-01 1.352505129208809720e-01 3.036525917831563448e-01 2.679958260352397481e+00
4.680000000000000000e+02 -3.776149382096485874e-02 2.324799154455592931e-01 2.355267320309208101e-01 1.731819114307723728e+00
4.690000000000000000e+02 -8.010469592474875333e-02 2.191459758142715597e-01 2.333274973610820757e-01 1.921239870345529566e+00
4.700000000000000000e+02 3.590382822517588224e-01 -2.205529197319923140e-01 4.213692899638039058e-01 -5.508592170960724399e-01
4.710000000000000000e+02 4.181365054178697305e-01 -6.117300625839415529e-02 4.225875931185837375e-01 -1.452685629142115575e-01
4.720000000000000000e+02 2.601382241195939193e-01 -3.306323929529344369e-02 2.622309543909603358e-01 -1.264209050592960126e-01
4.730000000000000000e+02 -1.900010627784470829e-03 -7.214150644431444048e-02 7.216652265725954918e-02 -1.597127513773989538e+00
4.740000000000000000e+02 -2.529833675182668884e-02 8.497790770790744630e-02 8.866369404002102939e-02 1.860146167274485007e+00
4.750000000000000000e+02 3.692797324026013406e-02 4.809988687303827504e-02 6.064053367865794575e-02 9.160410150236532045e-01
4.760000000000000000e+02 -1.273763000041049642e-01 5.331086455454467354e-02 1.380824756523750807e-01 2.745214480257226697e+00
4.770000000000000000e+02 -1.298081147741138308e-01 1.603478419534714594e-01 2.063045735807739200e-01 2.251327794844004693e+00
4.780000000000000000e+02 -6.209344926244025897e-02 -2.494259305033885155e-01 2.570386960144103172e-01 -1.814782221553919550e+00
4.790000000000000000e+02 -2.937287767892506757e-02 -2.894001302654803931e-01 2.908869219143722651e-01 -1.671945680384606225e+00
4.800000000000000000e+02 2.912080163050480563e-01 -1.639422464995684003e-01 3.341843337854819573e-01 -5.127486886648540132e-01
4.810000000000000000e+02 2.085164569827768766e-01 -1.287685647206626982e-01 2.450723486908911453e-01 -5.532213808601860183e-01
4.820000000000000000e+02 1.506618818900472834e-01 -9.857756317564761450e-02 1.800459347397195542e-01 -5.793897783432352400e-01
4.830000000000000000e+02 -4.743832192913726153e-01 -9.064928532434066155e-02 4.829665947817305405e-01 -2.952780124178621790e+00
4.840000000000000000e+02 -1.073885857778021646e-01 4.037400967854807426e-02 1.147273681946895663e-01 2.781978998207265796e+00
4.850000000000000000e+02 6.057594830599991043e-02 -2.696176437342994170e-01 2.763387763706113831e-01 -1.349792643110942825e+00
4.860000000000000000e+02 9.905407039232275168e-02 1.992495431099605002e-02 1.010381742985417969e-01 1.985032969008143078e-01
4.870000000000000000e+02 -6.924770374664185324e-02 -1.425901455354046388e-01 1.585155956932646770e-01 -2.022891361122085563e+00
4.880000000000000000e+02 1.218075978497307754e-01 2.245554085704120073e-01 2.554647185271312626e-01 1.073776679828457148e+00
4.890000000000000000e+02 -3.989678291569408175e-02 3.918951178238141986e-02 5.592469151245656189e-02 2.365137282133599417e+00
4.900000000000000000e+02 1.847554016960150647e-01 -3.272004137827841386e-02 1.876303801724340525e-01 -1.752817997824213658e-01
4.910000000000000000e+02 -2.530835805152454876e-01 -3.019244559116969207e-01 3.939665922435440781e-01 -2.268420297151614307e+00
4.920000000000000000e+02 -6.258966036589957982e-03 -1.054719260180729257e-01 1.056574741029191744e-01 -1.630069298391025212e+00
4.930000000000000000e+02 3.040210568680533701e-02 -1.059569625263383774e-01 1.102323271005359595e-01 -1.291374161788193753e+00
4.940000000000000000e+02 2.976732057716018343e-01 -2.976793624931817761e-01 4.209778382393656870e-01 -7.854085047009177201e-01
4.950000000000000000e+02 -1.035747253531020123e-01 -3.100959682900417125e-01 3.269361302788498791e-01 -1.893154512876430884e+00
4.960000000000000000e+02 4.719013631645965073e-02 -1.564498382512597985e-01 1.634119360830517675e-01 -1.277843785767687645e+00
4.970000000000000000e+02 -3.950419767256616033e-03 -2.507769539724351571e-01 2.508080669755867187e-01 -1.586547746492981581e+00
4.980000000000000000e+02 -8.505930005351484968e-02 2.468651477972317043e-01 2.611081877738476997e-01 1.902614614186835418e+00
4.990000000000000000e+02 2.900159712303004844e-01 2.979977923810287477e-01 4.158268243302988276e-01 7.989715377939569096e-01
5.000000000000000000e+02 -1.733864898932285514e-01 -3.825203212067462832e-01 4.199817508102072772e-01 -1.996369518853076119e+00
5.010000000000000000e+02 -8.896617144834048641e-02 -1.142053219193189945e-01 1.447682120386612759e-01 -2.232601812921931383e+00
5.020000000000000000e+02 7.430822839291965909e-02 -7.370025829659841710e-02 1.046586875509130099e-01 -7.812905159879220962e-01
5.030000000000000000e+02 4.065701476830288486e-02 -7.221401487898128357e-02 8.287253341615501145e-02 -1.058021611796935213e+00
5.040000000000000000e+02 -2.646859173865878656e-01 -1.615127560230450107e-02 2.651782392398765453e-01 -3.080647689177602899e+00
5.050000000000000000e+02 1.101640949867096486e-01 -7.550517835662874655e-02 1.335558302093439176e-01 -6.008519714099994635e-01
5.060000000000000000e+02 5.330920281854056864e-03 -9.633972117628118725e-02 9.648710062684588695e-02 -1.515518096348407839e+00
5.070000000000000000e+02 -4.683248709027992840e-01 3.546439825095291931e-02 4.696657409790773730e-01 3.066010844266244373e+00
5.080000000000000000e+02 9.011703475426749432e-02 3.465870770505666276e-02 9.655208942682913520e-02 3.671574943174277239e-01
5.090000000000000000e+02 -1.072082808646861452e-01 8.915526322836996032e-02 1.394355637822767557e-01 2.447873475713651992e+00
5.100000000000000000e+02 -5.334074273461953536e-02 2.673771734166307396e-02 5.966691180313873910e-02 2.676935505481340627e+00
5.110000000000000000e+02 -1.189176970305312747e-01 1.889181657642278189e-01 2.232296844569858774e-01 2.132601215012639884e+00
5.120000000000000000e+02 -3.852774317511631352e-02 0.000000000000000000e+00 3.852774317511631352e-02 3.141592653589793116e+00
5.130000000000000000e+02 -1.189176970305312886e-01 -1.889181657642277079e-01 2.232296844569857941e-01 -2.132601215012640328e+00
5.140000000000000000e+02 -5.334074273461955618e-02 -2.673771734166309477e-02 5.966691180313876686e-02 -2.676935505481340183e+00
5.150000000000000000e+02 -1.072082808646861590e-01 -8.915526322837000195e-02 1.394355637822767835e-01 -2.447873475713651992e+00
5.160000000000000000e+02 9.011703475426750820e-02 -3.465870770505669052e-02 9.655208942682914908e-02 -3.671574943174279460e-01
5.170000000000000000e+02 -4.683248709027991175e-01 -3.546439825095280829e-02 4.696657409790772064e-01 -3.066010844266244817e+00
5.180000000000000000e+02 5.330920281854029108e-03 9.633972117628117338e-02 9.648710062684587307e-02 1.515518096348408061e+00
5.190000000000000000e+02 1.101640949867097041e-01 7.550517835662877431e-02 1.335558302093440008e-01 6.008519714099993525e-01
5.200000000000000000e+02 -2.646859173865878656e-01 1.615127560230452536e-02 2.651782392398765453e-01 3.080647689177602455e+00
5.210000000000000000e+02 4.065701476830283628e-02 7.221401487898129745e-02 8.287253341615501145e-02 1.058021611796935879e+00
5.220000000000000000e+02 7.430822839291963133e-02 7.370025829659837546e-02 1.046586875509129544e-01 7.812905159879220962e-01
5.230000000000000000e+02 -8.896617144834051416e-02 1.142053219193190361e-01 1.447682120386613314e-01 2.232601812921931383e+00
5.240000000000000000e+02 -1.733864898932285514e-01 3.825203212067462277e-01 4.199817508102072217e-01 1.996369518853076119e+00
5.250000000000000000e+02 2.900159712303004289e-01 -2.979977923810286367e-01 4.158268243302987721e-01 -7.989715377939567986e-01
5.260000000000000000e+02 -8.505930005351487744e-02 -2.468651477972316766e-01 2.611081877738476997e-01 -1.902614614186835418e+00
5.270000000000000000e+02 -3.950419767256657666e-03 2.507769539724351016e-01 2.508080669755866632e-01 1.586547746492981803e+00
5.280000000000000000e+02 4.719013631645964379e-02 1.564498382512597430e-01 1.634119360830516843e-01 1.277843785767687423e+00
5.290000000000000000e+02 -1.035747253531021372e-01 3.100959682900418235e-01 3.269361302788499901e-01 1.893154512876431106e+00
5.300000000000000000e+02 2.976732057716018343e-01 2.976793624931817761e-01 4.209778382393656870e-01 7.854085047009177201e-01
5.310000000000000000e+02 3.040210568680528497e-02 1.059569625263382664e-01 1.102323271005358485e-01 1.291374161788193975e+00
5.320000000000000000e+02 -6.258966036589902471e-03 1.054719260180729257e-01 1.056574741029191744e-01 1.630069298391024546e+00
5.330000000000000000e+02 -2.530835805152453766e-01 3.019244559116969207e-01 3.939665922435440781e-01 2.268420297151614307e+00
5.340000000000000000e+02 1.847554016960150092e-01 3.272004137827837222e-02 1.876303801724339970e-01 1.752817997824211993e-01
5.350000000000000000e+02 -3.989678291569415114e-02 -3.918951178238150312e-02 5.592469151245667291e-02 -2.365137282133598973e+00
5.360000000000000000e+02 1.218075978497307477e-01 -2.245554085704120073e-01 2.554647185271312626e-01 -1.073776679828457148e+00
5.370000000000000000e+02 -6.924770374664178385e-02 1.425901455354045555e-01 1.585155956932645660e-01 2.022891361122085119e+00
5.380000000000000000e+02 9.905407039232280719e-02 -1.992495431099609859e-02 1.010381742985418524e-01 -1.985032969008146686e-01
5.390000000000000000e+02 6.057594830599986879e-02 2.696176437342994170e-01 2.763387763706113831e-01 1.349792643110942825e+00
5.400000000000000000e+02 -1.073885857778021369e-01 -4.037400967854804651e-02 1.147273681946895246e-01 -2.781978998207265796e+00
5.410000000000000000e+02 -4.743832192913726153e-01 9.064928532434059216e-02 4.829665947817305405e-01 2.952780124178621790e+00
5.420000000000000000e+02 1.506618818900472556e-01 9.857756317564764226e-02 1.800459347397195542e-01 5.793897783432354620e-01
5.430000000000000000e+02 2.085164569827768211e-01 1.287685647206626705e-01 2.450723486908910898e-01 5.532213808601860183e-01
5.440000000000000000e+02 2.912080163050480563e-01 1.639422464995683726e-01 3.341843337854819018e-01 5.127486886648540132e-01
5.450000000000000000e+02 -2.937287767892508145e-02 2.894001302654802821e-01 2.908869219143721541e-01 1.671945680384606225e+00
5.460000000000000000e+02 -6.209344926244027285e-02 2.494259305033884044e-01 2.570386960144102062e-01 1.814782221553919772e+00
5.470000000000000000e+02 -1.298081147741138308e-01 -1.603478419534714872e-01 2.063045735807739756e-01 -2.251327794844004693e+00
5.480000000000000000e+02 -1.273763000041050197e-01 -5.331086455454467354e-02 1.380824756523751362e-01 -2.745214480257227141e+00
5.490000000000000000e+02 3.692797324026013406e-02 -4.809988687303826116e-02 6.064053367865793881e-02 -9.160410150236530935e-01
5.500000000000000000e+02 -2.529833675182679986e-02 -8.497790770790741854e-02 8.866369404002104326e-02 -1.860146167274486340e+00
5.510000000000000000e+02 -1.900010627784498585e-03 7.214150644431456538e-02 7.216652265725967408e-02 1.597127513773989982e+00
5.520000000000000000e+02 2.601382241195940859e-01 3.306323929529342981e-02 2.622309543909605023e-01 1.264209050592958739e-01
5.530000000000000000e+02 4.181365054178696750e-01 6.117300625839403039e-02 4.225875931185836820e-01 1.452685629142112800e-01
5.540000000000000000e+02 3.590382822517586558e-01 2.205529197319922585e-01 4.213692899638037392e-01 5.508592170960724399e-01
5.550000000000000000e+02 -8.010469592474873946e-02 -2.191459758142716430e-01 2.333274973610821590e-01 -1.921239870345529344e+00
5.560000000000000000e+02 -3.776149382096480323e-02 -2.324799154455593209e-01 2.355267320309207824e-01 -1.731819114307723506e+00
5.570000000000000000e+02 -2.718679739345309376e-01 -1.352505129208808887e-01 3.036525917831563448e-01 -2.679958260352397481e+00
5.580000000000000000e+02 2.959930461607709895e-01 1.193446057225975854e-01 3.191473300696945348e-01 3.832625590301608209e-01
5.590000000000000000e+02 9.068494916751762558e-02 -1.999214834498627691e-01 2.195275826640220029e-01 -1.144950333484519911e+00
5.600000000000000000e+02 -9.906472503471985824e-02 -1.592951139956685913e-02 1.003372766205739841e-01 -2.982158406136699469e+00
5.610000000000000000e+02 1.588483835675147393e-01 -2.804590414977270463e-02 1.613052438750536277e-01 -1.747566718956408971e-01
5.620000000000000000e+02 -4.082578738202140567e-01 1.270799915569232330e-01 4.275790170135918555e-01 2.839825256002459497e+00
5.630000000000000000e+02 1.158284809390047326e-01 7.054158251136483093e-02 1.356184053137518553e-01 5.470237121397698576e-01
5.640000000000000000e+02 1.178719767929419932e-01 -1.522145353195210327e-01 1.925177074339229910e-01 -9.118733746410122576e-01
5.650000000000000000e+02 1.280338595276318270e-01 -7.523173062112734066e-02 1.485007827514428502e-01 -5.312463527605962854e-01
5.660000000000000000e+02 -1.089038283841851223e-01 -1.057802544853813642e-01 1.518206378452023608e-01 -2.370743093300067716e+00
5.670000000000000000e+02 1.719087404286182563e-01 2.344026323668930711e-01 2.906840365350027988e-01 9.380101052454108412e-01
5.680000000000000000e+02 -2.422358593436228780e-01 -1.314394975870961935e-01 2.755985360590503808e-01 -2.644441171516917599e+00
5.690000000000000000e+02 9.417357282777873151e-02 1.047149771704755372e-01 1.408328380135902558e-01 8.383501814786336048e-01
5.700000000000000000e+02 -7.038393097851668168e-02 -2.173435160588630399e-01 2.284559075901033964e-01 -1.883976217543104070e+00
5.710000000000000000e+02 4.921502708183880803e-02 -1.885692606849138087e-01 1.948858254617844288e-01 -1.315499511535098920e+00
5.720000000000000000e+02 1.437822355929463392e-02 -3.773905896792300041e-01 3.776643886986936760e-01 -1.532715693201400553e+00
5.730000000000000000e+02 1.349979003993492521e-01 9.327637646203425226e-02 1.640881333860549351e-01 6.046241603683665256e-01
5.740000000000000000e+02 -1.329255456608057218e-01 1.117682133274786604e-01 1.736701879990913133e-01 2.442444514635961461e+00
5.750000000000000000e+02 1.621806247411031188e-02 1.024418112343744580e-01 1.037176467116052297e-01 1.413784558415340120e+00
5.760000000000000000e+02 3.703380118648766928e-01 1.491028649528191447e-02 3.706380440205793714e-01 4.023955808162396619e-02
5.770000000000000000e+02 1.365020067510653301e-01 1.730985416918606190e-01 2.204447844311964722e-01 9.030578403328765047e-01
5.780000000000000000e+02 -8.419719921585588907e-02 -3.029458391133513784e-01 3.144286084183293140e-01 -1.841882841546497840e+00
5.790000000000000000e+02 -5.754009275143005114e-02 -1.228574325279118556e-02 5.883707811505154567e-02 -2.931235145354901483e+00
5.800000000000000000e+02 -1.681865579855250092e-01 2.379065611713231942e-01 2.913524500246787441e-01 2.186167343806376007e+00
5.810000000000000000e+02 2.703219853524051475e-01 1.585484180205713745e-01 3.133872630176469110e-01 5.304464751823387836e-01
5.820000000000000000e+02 1.152952024843170442e-01 3.960815409337832271e-01 4.125209943558992287e-01 1.287534159208609807e+00
5.830000000000000000e+02 -7.639496068592999123e-02 -3.619125636928233747e-01 3.698876772439394500e-01 -1.778829178348171114e+00
5.840000000000000000e+02 -3.705524790940531998e-01 -3.377223580479978282e-01 5.013636712888647207e-01 -2.402513570621084504e+00
5.850000000000000000e+02 4.109741003837955042e-02 -3.337392935299504648e-01 3.362601866973446985e-01 -1.448270910328516958e+00
5.860000000000000000e+02 4.381675942880911001e-02 2.299464558940296222e-01 2.340839186810299288e-01 1.382501657222708902e+00
5.870000000000000000e+02 8.656104789238783237e-02 3.850357476381574551e-02 9.473827252922130404e-02 4.185329701215201870e-01
5.880000000000000000e+02 -1.115633985841612830e-01 5.070824201159206124e-02 1.225467980469283069e-01 2.714982942665251198e+00
5.890000000000000000e+02 2.622383332279534796e-02 -9.463770000848052699e-02 9.820378657178605031e-02 -1.300481495146732946e+00
5.900000000000000000e+02 2.338505566014120463e-01 -2.095950466784138322e-03 2.338599491814480069e-01 -8.962537341880663991e-03
5.910000000000000000e+02 1.003891370939080652e-02 -3.171920530029141982e-01 3.173508756513334639e-01 -1.539157565034264374e+00
5.920000000000000000e+02 -2.741216711702219588e-01 6.805481002395387391e-02 2.824431761833727794e-01 2.898247619999264391e+00
5.930000000000000000e+02 2.321130262709031888e-01 -1.009685422215612915e-01 2.531227044004235038e-01 -4.103078945603555461e-01
5.940000000000000000e+02 1.918639067690921796e-01 -1.730780940802292278e-01 2.583946310803372226e-01 -7.339673987141799305e-01
5.950000000000000000e+02 4.569128579537138912e-01 -2.077898630313468886e-01 5.019422147439052129e-01 -4.268128526120295030e-01
5.960000000000000000e+02 -1.950386773103748861e-01 4.853043230576239986e-03 1.950990458089900403e-01 3.116715321037072162e+00
5.970000000000000000e+02 2.231932367770274317e-01 1.039030593766758076e-01 2.461931491549658457e-01 4.356930346099058826e-01
5.980000000000000000e+02 -2.012592497898960109e-01 -1.183213810996686377e-01 2.334635621490530888e-01 -2.610113778968533360e+00
5.990000000000000000e+02 -1.875451799957788546e-01 2.683084906585872509e-01 3.273570538405096153e-01 2.180844688279262478e+00
6.000000000000000000e+02 -1.270904464042173776e-01 1.278418261476922668e-01 1.802651216403218237e-01 2.353247128682474099e+00
6.010000000000000000e+02 1.368607517720402678e-01 4.405687930007189945e-01 4.613368907227325399e-01 1.269601777902260142e+00
6.020000000000000000e+02 1.194965035385544827e-01 -2.536334635090583406e-02 1.221585596511999411e-01 -2.091478915562015595e-01
6.030000000000000000e+02 3.176645062199797698e-01 -1.539113388080793621e-01 3.529864568587284812e-01 -4.511782535022347274e-01
6.040000000000000000e+02 -2.647197930089628670e-01 -1.533246344720260723e-01 3.059166754962673873e-01 -2.616610716682984172e+00
6.050000000000000000e+02 -9.219317107085674146e-02 1.730290460703157451e-01 1.960577251120284303e-01 2.060353169996235412e+00
6.060000000000000000e+02 -1.930535203812745182e-01 3.196634866557873100e-01 3.734359468938922011e-01 2.114098577002278656e+00
6.070000000000000000e+02 1.993682586063288686e-01 1.088920240991021887e-01 2.271677253751498149e-01 4.999097878688669727e-01
6.080000000000000000e+02 -2.493515626249104833e-01 -1.424669204020660163e-01 2.871811713750281325e-01 -2.622506059051974869e+00
6.090000000000000000e+02 -7.527044222946947805e-02 -2.581703200560006572e-02 7.957486170266386827e-02 -2.811176147508398948e+00
6.100000000000000000e+02 8.630914150080828962e-02 5.458067529560874098e-02 1.021191364159099307e-01 5.638928295433373039e-01
6.110000000000000000e+02 -3.185628831966440533e-01 -3.225407218450929703e-01 4.533374326028155599e-01 -2.349989896157774538e+00
6.120000000000000000e+02 -1.061415764367855813e-01 -1.353920150395745148e-01 1.720378795061203170e-01 -2.235678380208746319e+00
6.130000000000000000e+02 8.858932305453870448e-03 1.790045095657825103e-01 1.792235897600506778e-01 1.521346677013976967e+00
6.140000000000000000e+02 -1.056642384878395402e-01 3.405835784928574195e-01 3.565979602216134414e-01 1.871625196245232825e+00
6.150000000000000000e+02 -1.377458582080219873e-01 5.674470292753049094e-02 1.489761147425928134e-01 2.750825347192311199e+00
6.160000000000000000e+02 -8.060465195298524566e-02 -2.740995657010245612e-01 2.857055859341083859e-01 -1.856804561405680287e+00
6.170000000000000000e+02 2.736050479206563746e-01 -2.120738734182698870e-01 3.461719948729143348e-01 -6.593784789694052684e-01
6.180000000000000000e+02 -4.684584339561420618e-01 -5.010218429667091106e-02 4.711300597668743873e-01 -3.035046482296579029e+00
6.190000000000000000e+02 -2.942467878325821795e-02 -3.127905827395076610e-01 3.141715460891051359e-01 -1.664591795705235855e+00
6.200000000000000000e+02 1.602149464429357129e-01 -1.670677008441426303e-01 2.314745034103339594e-01 -8.063334414319404120e-01
6.210000000000000000e+02 -1.579653333154370509e-01 1.386250495038563457e-01 2.101664837204156866e-01 2.421311034332002343e+00
6.220000000000000000e+02 6.725843535548184371e-03 2.042249059669628830e-01 2.043356287789270809e-01 1.537874713087447498e+00
6.230000000000000000e+02 2.658518325943676208e-02 1.021726861811045606e-01 1.055747591538825775e-01 1.316242313408095832e+00
6.240000000000000000e+02 -3.921686744187064533e-01 3.089250584733169713e-01 4.992303686155998288e-01 2.474375134952305100e+00
6.250000000000000000e+02 1.016756960251662123e-01 4.120795853989750457e-02 1.097089012306107642e-01 3.850568300380300957e-01
6.260000000000000000e+02 2.509169454371185104e-03 2.860751168888822638e-02 2.871734069130750869e-02 1.483310053532011397e+00
6.270000000000000000e+02 2.970522023268907796e-01 -1.786003822936074459e-01 3.466094451434911239e-01 -5.413325369957632249e-01
6.280000000000000000e+02 1.237840228175554336e-01 -1.792211107130410597e-01 2.178134312436062758e-01 -9.663543852368249309e-01
6.290000000000000000e+02 -8.157477166924123613e-02 1.488223465370262788e-01 1.697130937838197129e-01 2.072206727938858517e+00
6.300000000000000000e+02 -1.073762061618804553e-01 -1.768851890191247000e-01 2.069251549330098361e-01 -2.116375484734461132e+00
6.310000000000000000e+02 1.400507548927798218e-01 -9.694864336907023372e-02 1.703327725281915950e-01 -6.054984619312290262e-01
6.320000000000000000e+02 -1.550874841650470848e-02 -2.117283579360973444e-02 2.624519485524157494e-02 -2.202992163712135021e+00
6.330000000000000000e+02 3.196476361862765625e-02 6.726276682292489650e-02 7.447164503265595037e-02 1.127166667179152704e+00
6.340000000000000000e+02 -2.144309901616014979e-01 -1.381058271854664898e-01 2.550565996877296460e-01 -2.569406485912046012e+00
6.350000000000000000e+02 -9.412726216464908924e-02 2.532365547318904953e-01 2.701641984702827792e-01 1.926668057215557672e+00
6.360000000000000000e+02 1.588212935952417193e-01 -1.290516221886640891e-01 2.046424308123602764e-01 -6.823519056531157645e-01
6.370000000000000000e+02 9.006714860319692262e-02 -3.028448306742246299e-01 3.159542415028007700e-01 -1.281723232220912001e+00
6.380000000000000000e+02 -1.010589435884037823e-02 -2.316367213923428703e-01 2.318570676045609014e-01 -1.614396882395734645e+00
6.390000000000000000e+02 5.584398724008566850e-01 3.142346198469116447e-01 6.407795934620719169e-01 5.125420611021576089e-01
6.400000000000000000e+02 4.092319517552855390e-01 9.299679676345097568e-02 4.196655746492711225e-01 2.234522847203944951e-01
6.410000000000000000e+02 8.071272463207274095e-02 -8.708290996913617410e-02 1.187349027296753928e-01 -8.233438920099961367e-01
6.420000000000000000e+02 2.897338640075426408e-01 -1.557543394198898645e-02 2.901522119426672153e-01 -5.370603183397017200e-02
6.430000000000000000e+02 7.156707014294261260e-02 2.254512503893006392e-01 2.365377598417301164e-01 1.263418015372387515e+00
6.440000000000000000e+02 3.026198195285698112e-01 2.363820136964700502e-01 3.839989733979797260e-01 6.631214805803004042e-01
6.450000000000000000e+02 2.226084641474180767e-02 -1.377417461125515774e-01 1.395289715623079241e-01 -1.410568797235841165e+00
6.460000000000000000e+02 2.438251201679872415e-01 4.413856992649931588e-01 5.042539288300889044e-01 1.066106019899187407e+00
6.470000000000000000e+02 5.235180568665949441e-02 2.654624237045852819e-01 2.705753313917706460e-01 1.376085033969484783e+00
6.480000000000000000e+02 -2.987977481606833297e-01 8.665585716417116557e-02 3.111098389423779809e-01 2.859321308149032514e+00
6.490000000000000000e+02 3.567569928830379711e-01 7.993361266222687167e-02 3.656021531722467022e-01 2.204159292487286037e-01
6.500000000000000000e+02 6.574174613453565019e-02 1.359321151832870722e-02 6.713235124885585936e-02 2.038935660729168653e-01
6.510000000000000000e+02 2.478012639798670147e-01 -4.877816997067799254e-02 2.525564813971482026e-01 -1.943590252910962768e-01
6.520000000000000000e+02 -2.037419287000799828e-01 7.479917241851694043e-02 2.170384521344627948e-01 2.789742100838386918e+00
6.530000000000000000e+02 -1.922969514365373001e-01 8.966050563930468009e-03 1.925058637925113891e-01 3.095000330672043720e+00
6.540000000000000000e+02 3.238286966833377190e-03 4.573025757313436412e-01 4.573140411937958727e-01 1.563715166502177567e+00
6.550000000000000000e+02 8.005716308530433367e-02 -1.917573243275819128e-01 2.077980288514317542e-01 -1.175302107384202488e+00
6.560000000000000000e+02 -3.499748792809248554e-02 -1.131224345928975028e-01 1.184124544526518469e-01 -1.870833586359645473e+00
6.570000000000000000e+02 -1.593685152784261594e-01 5.313320533621720965e-02 1.679924437924235070e-01 2.819783555402583630e+00
6.580000000000000000e+02 -2.182468396129667587e-01 -3.131082317272861348e-01 3.816653609858196017e-01 -2.179528388607447020e+00
6.590000000000000000e+02 -2.490527306100154825e-01 1.413150686712526527e-01 2.863515518691417960e-01 2.625480989252391595e+00
6.600000000000000000e+02 -3.948667221686619766e-01 1.105564183127696609e-01 4.100517649106895646e-01 2.868598660609221529e+00
6.610000000000000000e+02 8.174406755847528350e-02 7.943912582510818943e-02 1.139853819262011542e-01 7.710990011291051216e-01
6.620000000000000000e+02 3.953829315858065074e-01 -3.066823469115500522e-01 5.003815788941103904e-01 -6.597216789184795482e-01
6.630000000000000000e+02 -5.117539874657434096e-01 5.778384634138499232e-01 7.718739751329665166e-01 2.295618057515161681e+00
6.640000000000000000e+02 -1.837053618798630550e-01 3.649429802231993203e-01 4.085719505761524206e-01 2.037145075216074019e+00
6.650000000000000000e+02 3.412802158708432287e-01 7.881979555473715704e-02 3.502638233048624983e-01 2.269736130294870147e-01
6.660000000000000000e+02 -3.206572726485026892e-02 5.711943136408533794e-01 5.720936591159434537e-01 1.626875502002767426e+00
6.670000000000000000e+02 1.502387950874347899e-01 2.090318193420333537e-01 2.574218270597205538e-01 9.476059082882276607e-01
6.680000000000000000e+02 -9.002906195126783584e-02 -3.513782563194495223e-02 9.664315177996932182e-02 -2.769481197964063668e+00
6.690000000000000000e+02 1.838738275207807138e-01 2.996455164053973830e-01 3.515636783699349621e-01 1.020409306443421205e+00
6.700000000000000000e+02 -2.756331370658382518e-01 -6.179813495790856814e-01 6.766642998388072705e-01 -1.990337035445656211e+00
6.710000000000000000e+02 3.309098912353384270e-01 -3.152175012965437173e-02 3.324078471525903633e-01 -9.497123961404844994e-02
6.720000000000000000e+02 2.516429341193283931e-02 1.900164241795551379e-01 1.916754630121092762e-01 1.439130290151157343e+00
6.730000000000000000e+02 2.932355563070993681e-03 -4.885147270948558135e-02 4.893940227499603973e-02 -1.510842324899464462e+00
6.740000000000000000e+02 -1.891200216671967693e-01 9.525573405333487287e-02 2.117546633853446825e-01 2.675006385997839242e+00
6.750000000000000000e+02 -9.167772634702374412e-02 -2.479713078074233940e-02 9.497211803006717912e-02 -2.877432071140008318e+00
6.760000000000000000e+02 -2.772702176241702565e-01 -7.323596920705557900e-02 2.867791498122754246e-01 -2.883358033509210383e+00
6.770000000000000000e+02 3.634347973596935844e-01 -3.531223550432563418e-01 5.067348908089683857e-01 -7.710075032800253192e-01
6.780000000000000000e+02 2.358814113613525443e-01 -4.196519663879332840e-01 4.814019247147675040e-01 -1.058719755663338091e+00
6.790000000000000000e+02 -1.356172844336417382e-02 -1.058827706736971963e-01 1.067477475355349398e-01 -1.698185223700991342e+00
